"자치구명","생년월일","성별","동일세대_학령기인구수","동일세대_미취학아동수","직업군","평균_문자대상자수","평균_통화대상자수","평균_통화량","세대주여부","1인가구여부","주택보유여부","대출여부","연체여부","사업자여부","동일세대_세대원_수","추정연소득","추정연소득_백분위","총자산평가금액","순자산평가금액","차량보유","총대출약정금액","주택담보대출약정금액","신용대출약정금액","자동차대출약정금액","카드소비금액","신용카드소비금액","체크카드소비금액","일시불이용금액","할부이용금액","현금서비스이용금액","해외카드이용금액","신용카드기관수","체크카드기관수","카드사_최근1년_월평균_이용금액","가맹점합산이용금액","가맹점분류_이용비중1","가맹점분류_이용비중2","가맹점분류_이용비중3","가맹점분류_이용비중4","가맹점분류_이용비중5","가맹점분류_이용비중6","가맹점분류_이용비중7","가맹점분류_이용비중8","가맹점분류_이용비중9","가맹점분류_이용비중10","가맹점분류_이용비중11","가맹점분류_이용비중12","가맹점분류_이용비중13","가맹점분류_이용비중14","가맹점분류_이용비중15","가맹점분류_이용비중16","가맹점분류_이용비중17","가맹점분류_이용비중18","가맹점분류_이용비중19","배달앱_이용금액","제주도지역_이용금액","해외여행_이용금액","마케팅_슈퍼마켓_이용금액","마케팅_편의점_이용금액","마케팅_온라인쇼핑_이용금액","마케팅_소셜커머스_이용금액","온라인_카드사용_금액","온라인_카드사용_건수","오프라인_카드사용_금액","오프라인_카드사용_건수","주중_소비비중","3개월내_승인건수비중1","3개월내_승인건수비중2","3개월내_승인건수비중3","3개월내_승인건수비중4","3개월내_승인건수비중5","12개월내_월별_이용금액_평균","12개월내_월별_이용금액_표준편차","12개월내_월별_이용금액_최대값","12개월내_월별_이용금액_최소값","12개월내_이용금액_비중1","12개월내_이용금액_비중2","12개월내_이용금액_비중3","12개월내_이용금액_비중4","12개월내_이용금액_비중5","12개월내_이용금액_비중6","12개월내_이용금액_비중7","12개월내_이용금액_비중8","12개월내_이용금액_비중9","12개월내_이용금액_비중10","12개월내_이용금액_비중11","12개월내_이용금액_비중12","3개월내_택시_이용건수","3개월내_대중교통_총이용건수","3개월내_대중교통_이용건수1","3개월내_대중교통_이용건수2","3개월내_탑승정류장수","평일_이동_총횟수","휴일_이동_총횟수","평일_총이동거리","평일_이동속도_평균","휴일_총이동거리","휴일_이동속도_평균","택시이용_이동횟수","네비게이션이용_이동횟수","지하철_이동일수"
"양천구",1977,"남",4,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,40160,26,828960,831170,0,0,0,0,0,2562,39,2523,2573,0,0,0,1,7,1,2000000,0.190494759931757,0.00346088228125762,0,0,0.0388983670485011,0,0.0526931513526688,0,0,0,0.00229100658055082,0.0933950767730929,0.487448208627833,0.0765781135754326,0,0,0.00302217889349257,0.0179380940775043,0.0337801608579089,23000,0,0,107000,2000,41000,26000,791000,8,1693000,73,0.79,0.31,0.1,0.13,0.2,0.01,806000,161124.38,1083000,374000,0.14,0,0.25,0,0,0.21,0,0.01,0,0,0.16,0.01,1,18,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강서구",1943,"남",2,0,910,44,9,270,"세대주",0,1,1,0,0,6,23000,74,1338740,999230,0,1720000,1698000,10000,0,3134,3134,0,3049,0,0,0,4,1,2,1650000,0.373858399664851,0,0,0,0.351571009635526,0.0188521156263092,0.0304147465437788,0,0,0.0367825722664432,0.019271051529116,0.0364474235441977,0,0.132802681189778,0,0,0,0,0,0,0,0,364000,0,0,0,146000,3,1753000,24,0.99,0.05,0.43,0.41,0.06,0,2653000,2166882.25,6540000,506000,0.09,0,0,0,0,0.06,0.01,0.1,0.02,0,0.16,0.09,0,100,2,10,18,42,20,660,67,750,29,32,0,28
"성북구",1984,"여",1,3,420,NA,NA,NA,"세대주",0,0,1,0,0,6,31000,47,235000,225000,0,90300,0,71406,0,3163,20,3143,3044,0,0,0,1,3,2,1718000,0.304186242199004,0.00252436715517846,0,0.0384264778066054,0.113105672813968,0.00806395063459785,0.00589019002874974,0,0,0,0.0676670640207559,0.0545543790758011,0,0.00666152443727649,0.00294509501437487,0,0.0122011079166959,0.061566510062408,0.322207418834584,0,0,0,0,0,187000,0,138000,8,1735000,19,0.74,0.12,0.29,0.11,0.21,0.05,1092000,488273.49,1599000,108000,0.06,0,0.09,0,0,0.5,0,0.01,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서대문구",1987,"남",1,3,510,24,16,440,"세대주",0,1,1,0,0,6,40000,26,370360,299530,0,60000,0,78000,0,6526,3513,3013,5966,0,0,0,2,4,2,3896000,0.552350495682763,0.00537256156060121,0,0,0.0567316917173009,0,0,0.053917492804605,0,0,0,0,0.0454109370003198,0.0241765270227055,0,0,0,0.0354972817396866,0.226543012472018,313000,0,0,0,132000,0,0,840000,73,2854000,166,0.64,0.09,0.14,0.22,0.22,0.04,1736000,509901.97,2167000,467000,0.03,0.02,0.44,0,0,0.45,0,0.06,0.01,0.02,0,0.03,0,174,0,29,64,100,4,10000,79,38,37,29,57,110
"노원구",1941,"남",0,1,910,NA,NA,NA,"세대주",0,1,0,0,0,6,18000,92,569550,570750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5,1,0,0,110000,70627.72,219000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"송파구",1958,"남",0,0,420,73,52,240,"세대주",0,0,0,0,0,6,39000,28,186400,160830,0,0,0,0,0,350,323,27,320,0,0,0,1,1,1,112000,0.0775718849840256,0,0,0.202044728434505,0.16888178913738,0,0.0393610223642173,0,0,0.0145686900958466,0,0.0132268370607029,0,0.127284345047923,0,0,0,0.221214057507987,0.135846645367412,0,0,0,0,3000,400000,0,100000,10,0,0,0.14,0,1,0,0,0,445000,705699.89,2347000,0,0.08,0,0.02,0.02,0,0.07,0,0.04,0,0,0.01,0.14,0,0,0,0,0,82,59,1200,39,1700,53,31,8,34
"금천구",1964,"남",1,0,440,NA,NA,NA,"세대주",0,1,1,0,1,6,61000,9,511130,499700,1,270000,0,0,0,1485,1485,0,1485,0,0,0,2,1,1,1003000,0.663493742288031,0,0,0,0.0141018861272695,0,0,0,0,0,0,0,0,0,0,0,0.0980081085845232,0.17045654856337,0.0539397144368059,0,0,0,4000,0,0,0,0,0,1087000,24,0.79,0.01,0.28,0.05,0.95,0.01,531000,302436.31,1173000,225000,0,0,0.12,0,0,0.26,0,0,0,0,0,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강동구",1958,"남",0,1,510,21,8,76,"세대주",0,0,1,0,0,6,38000,30,486950,486950,0,24000,0,30000,0,454,454,0,496,0,0,0,3,4,1,96000,0.0646729279947273,0,0,0,0.360273521173175,0,0,0,0,0,0,0.337040698632394,0,0.0822211237436151,0,0,0.00131817432855495,0.154473554127533,0,0,0,0,25000,0,0,0,258000,5,1000,1,0,0.24,0,0,0,0,478000,627204.02,2206000,80000,0.03,0,0,0,0,0.23,0,0,0,0,0,0.03,0,22,0,7,12,160,37,3100,47,1900,60,52,0,170
"구로구",1972,"남",2,0,420,68,41,180,"세대주",0,1,1,0,0,6,65000,7,613500,619270,2,12000,0,10000,0,4247,3808,439,3892,0,0,0,4,1,3,4194000,0.125104079933389,0,0,0.00312239800166528,0.50270607826811,0,0.0124895920066611,0,0,0.00114487926727727,0.0358034970857619,0.0898209825145712,0,0.0220649458784346,0,0,0,0.106161532056619,0.10158201498751,119000,0,0,285000,222000,0,132000,2095000,35,2532000,136,0.46,0.04,0.32,0.19,0.26,0.03,2059000,2846395.87,9094000,356000,0.06,0.1,0.07,0,0,0.13,0,0.04,0,0,0.05,0,0,126,25,4,16,120,37,2200,31,1500,44,110,47,170
"양천구",1946,"남",3,0,420,NA,NA,NA,"세대주",0,0,1,0,0,6,25000,68,143700,124030,0,50000,0,0,0,1504,1504,0,1445,0,0,0,1,1,1,1239000,0.0679245283018868,0,0,0.0502177068214804,0.655732946298984,0,0.0618287373004354,0,0,0,0.0281567489114659,0.0471698113207547,0,0.067343976777939,0,0,0,0.0216255442670537,0,0,213000,0,93000,0,0,0,38000,6,1170000,54,0.86,0.03,0.06,0.25,0.52,0,953000,536969.97,2161000,129000,0.24,0,0.01,0,0,0.07,0,0.24,0,0,0,0.02,0,422,134,64,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"관악구",1947,"남",0,0,910,27,6,46,"세대주",0,1,0,0,0,6,23000,74,1030330,1041630,0,0,0,0,0,2348,0,2348,2531,0,0,0,0,2,1,2051000,0.0887872954764196,0,0,0.312921077959577,0.303296438883542,0,0.00769971126082772,0,0,0,0.00589509143407122,0.0146775745909528,0,0.181063522617902,0.0340471607314726,0,0,0.0516121270452358,0,0,0,0,79000,131000,0,0,139000,5,2068000,38,0.78,0.07,0.23,0.17,0.26,0,885000,321730.51,1354000,924000,0.37,0.17,0,0,0,0.15,0,0.07,0,0,0,0.15,0,0,0,0,0,93,54,1500,29,580,64,52,0,140
"노원구",1972,"남",2,0,420,NA,NA,NA,"세대주",0,1,1,0,0,6,86810,3,640100,640600,1,20000,0,19200,0,1748,1748,0,1822,450,0,0,2,2,1,530000,0,0.00816463482831898,0.038921820825411,0,0.204675092271558,0,0.0451851023375461,0,0,0,0,0.703053349737166,0,0,0,0,0,0,0,0,0,0,34000,0,0,0,1381000,2,191000,5,0.56,0.41,0.16,0.09,0.02,0.15,840000,536969.97,2112000,440000,0.01,0.01,0.03,0,0,0.03,0,0,0,0,0.65,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"중랑구",1944,"남",2,0,910,35,9,69,"세대주",0,0,0,0,0,6,30000,51,151840,133870,0,0,0,0,0,206,78,128,121,0,0,0,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,236849.06,1032000,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,20,1200,28,500,30,0,0,81
"노원구",1950,"남",1,0,420,49,10,160,"세대주",0,1,1,0,0,6,27000,60,605500,584450,0,30000,40000,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,7000,1,0,0,0,0,0,0,24000,73491.8,283000,0,0.16,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,49,22,850,27,490,30,19,0,22
"서초구",1979,"남",3,0,510,NA,NA,NA,"세대주",0,0,1,0,1,6,41000,24,136830,138300,0,2800,0,3000,0,2582,2554,28,2500,487,0,0,3,5,1,2565000,0.0931711363008018,0,0,0.1508155930329,0.258363284489909,0.0646944982029306,0,0,0,0,0.0522532485485209,0.0199059994470556,0,0.186204036494332,0,0,0,0.102571191595245,0.0720210118883052,277000,0,0,19000,40000,0,79000,1421000,68,2461000,85,0.76,0.04,0.23,0.26,0.18,0.07,595000,200422.99,599000,388000,0.03,0.02,0.23,0,0,0.04,0,0.01,0,0,0.07,0.01,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"송파구",1953,"남",1,2,910,NA,NA,NA,"세대주",0,1,1,0,0,6,26000,64,1238550,1231370,0,78000,70000,0,0,631,631,0,631,0,0,0,3,1,1,572000,0.0158303751319198,0,0,0,0.11052480092104,0,0,0,0,0,0,0.315360260961336,0,0.47903674565864,0,0,0,0.0792478173270652,0,0,0,0,0,0,0,0,125000,11,563000,20,0.68,0.6,0,0,0,0,342000,831330.76,2676000,0,0.06,0,0.03,0,0,0.04,0,0.04,0,0,0,0.03,1,4,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"서대문구",1978,"남",3,0,910,45,10,500,"세대주",0,0,1,0,1,6,41000,24,220000,165260,0,67000,0,0,0,2712,2712,0,221,0,0,0,5,3,1,466000,0.218124914954416,0,0,0,0.552047897673153,0,0.00802830317049939,0,0,0,0.0111579806776432,0,0,0,0,0,0,0.210640903524289,0,0,0,0,0,216000,0,0,64000,11,502000,47,0.62,0.66,0,0,0.06,0,1016000,1818027.49,4030000,144000,0.03,0.01,0,0,0,0.36,0.01,0,0.06,0,0,0,0,2,0,0,2,39,42,56,12,2600,46,0,0,52
"도봉구",1989,"여",0,0,420,NA,NA,NA,"세대주",0,0,0,0,0,6,27290,60,302720,302720,0,0,0,0,0,25,25,0,39,0,0,0,3,5,1,5000,0,0,0.0301222211529208,0,0,0,0,0,0,0.00750649600615918,0,0.96237128284092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57000,3,0,0,0.81,0,0,0,0.07,0,82000,190645.85,634000,38000,0.05,0,0,0,0,0.24,0,0.01,0,0,0,0.09,1,116,169,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"양천구",1946,"남",0,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,637000,0.0322294827777162,0,0,0.038320965776941,0.0817366264259608,0,0,0,0,0.381880606933215,0,0.105881049950161,0,0.359951268136006,0,0,0,0,0,0,0,0,3000,0,0,0,467000,9,172000,5,0.22,0.15,0.25,0.5,0.15,0,271000,105894.28,360000,0,0.1,0,0,0,0,0.24,0,0,0,0,0.27,0.09,0,22,0,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성동구",1944,"남",0,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,32000,44,1757500,1801210,0,0,0,0,0,1191,1191,0,1200,0,0,0,2,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,262000,12,0,0,1,1,0,0,0.3,0.17,1060000,492584.9,1770000,151000,0.15,0,0.09,0,0,0.69,0,0.02,0,0,0.08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강동구",1964,"남",1,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,49000,15,154160,154160,0,0,0,0,0,1054,1054,0,772,0,0,0,2,0,1,786000,0.206827974809413,0,0,0,0.462628438846536,0.00397746105402718,0.0163241630759032,0,0,0,0,0,0,0,0.000165727543917799,0,0.00778919456413656,0.302287040106066,0,0,0,0,0,0,0,0,0,0,526000,10,0.47,0.02,0.32,0.4,0.12,0,565000,175156.12,1288000,375000,0.07,0,0,0,0,0.81,0,0,0,0,0,0,0,20,0,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"동대문구",1953,"남",1,1,910,18,8,160,"세대주",0,1,0,0,0,6,20000,85,576160,576250,0,0,0,0,0,645,645,0,643,0,0,0,4,1,1,174000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233120499932074,0,0,0.0365439478331748,0.730335552234751,0,0,0,0,0,2000,0,0,0,0,173000,16,0.71,0,0.33,0.42,0.19,0,660000,400296.4,1606000,0,0.02,0,0,0,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0,18,20,1600,35,1200,42,14,0,44
"강북구",1947,"남",2,0,420,NA,NA,NA,"세대주",0,1,0,0,0,6,36000,34,1231370,1250000,0,0,0,0,0,1191,1191,0,1224,0,0,0,2,0,1,1320000,0.0282891174878181,0,0,0,0.0588792636708175,0,0,0,0,0,0.00311315646995127,0.244585814834867,0,0.662019491066594,0,0,0.00311315646995127,0,0,0,0,0,2000,15000,0,0,465000,25,1669000,6,0.63,0.64,0,0.33,0.02,0,682000,349271.66,1505000,316000,0,0,0.05,0,0,0.14,0,0.01,0,0,0,0.01,0,93,0,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강서구",1972,"남",0,0,420,120,54,610,"세대주",0,0,1,0,0,6,45000,19,792580,667450,0,120000,0,140000,0,988,974,14,995,0,0,0,3,1,2,1160000,0.0369195269685607,0,0.0297086818575137,0.0370156715700413,0,0,0,0,0,0,0,0.0236515719642342,0.000865301413325642,0.175944620709547,0,0,0,0,0.695894625516777,297000,0,0,0,0,0,333000,2365000,44,294000,25,0.93,0,0.21,0.3,0.26,0,1628000,3758702.79,10538000,264000,0,0.01,0.02,0,0,0.02,0,0,0,0,0.03,0.02,0,0,0,0,0,140,39,7900,60,2700,58,100,16,150
"성북구",1964,"남",0,0,510,NA,NA,NA,"세대주",0,0,0,0,0,6,39730,28,402200,402460,0,0,0,0,0,3364,3364,0,1580,1347,0,0,3,1,2,1271000,0.0528344671201814,0,0,0.663492063492063,0.113378684807256,0,0,0,0,0,0.0199546485260771,0.0317460317460317,0,0.0623582766439909,0,0,0,0.0562358276643991,0,0,0,0,31000,0,0,0,0,0,1304000,28,1,0,0.18,0.64,0.28,0.01,1086000,736894.75,2256000,300000,0.32,0,0,0,0,0.02,0,0,0,0,0,0,0,21,1,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"도봉구",1985,"여",1,2,910,NA,NA,NA,"세대주",0,0,1,0,1,6,NA,NA,0,0,0,200500,0,136000,0,0,0,0,0,0,0,0,0,0,1,67000,0,0,0,0.152409046214356,0.348644472538278,0,0,0,0,0,0,0.243643770192443,0,0.154656552886641,0,0,0,0,0.100646158168282,0,0,0,0,178000,82000,10000,319000,2,0,0,0.63,0.23,0.24,0,0.25,0.13,192000,220287.55,1035000,76000,0.13,0.08,0.22,0,0,0.45,0,0,0,0,1,0.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강동구",1964,"남",2,1,510,90,26,230,"세대주",0,0,1,0,1,6,95000,3,210600,206110,0,14200,0,0,0,8275,7997,278,4920,0,0,0,3,5,3,4523000,0.0594142259414226,0,0.185774058577406,0.169037656903766,0.0207112970711297,0,0,0,0,0.00146443514644351,0.0211297071129707,0.24163179916318,0.00355648535564854,0.114853556485356,0,0,0.048326359832636,0.134100418410042,0,0,0,0,18000,5000,0,0,1342000,13,3882000,56,0.8,0.23,0.21,0.21,0.24,0,3878000,5453717.74,18679000,0,0.06,0,0.36,0,0,0.02,0,0.05,0,0,0,0,7,0,0,0,0,240,95,3900,47,1300,54,76,46,220
"송파구",1973,"남",2,0,420,NA,NA,NA,"세대주",0,1,1,0,0,6,118360,2,1158310,1052380,0,550000,392000,185000,0,11099,10735,364,7681,4012,0,0,3,2,4,5580000,0.00569292208343954,0,0,0.00951652646783924,0.110629620188631,0,0.0533605234089557,0,0,0,0,0.612116577449231,0.000424844931599966,0.205624946894384,0,0,0.00263403857591979,0,0,0,0,0,13000,692000,0,0,5686000,27,5446000,148,0.94,0.41,0.28,0.15,0.08,0.06,3741000,6139086.57,21913000,1060000,0.01,0.05,0.05,0,0,0.07,0,0.01,0,0,0.33,0,0,29,0,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강남구",1983,"남",0,3,420,66,41,300,"세대주",0,0,1,0,0,6,113000,2,523890,537060,0,610000,0,5000,0,556,556,0,631,0,0,0,4,1,1,432000,0.119574767176243,0,0,0,0.667720962923915,0,0,0,0,0,0,0,0,0.0890001757160429,0,0,0,0.123704094183799,0,0,0,0,0,0,0,0,480000,4,268000,12,0,0,0,0.84,0.12,0,199000,124252.36,710000,150000,0,0,0,0,0,0.01,0,0,0,0,0.06,0.01,1,42,0,20,10,150,46,8900,46,1100,53,110,0,180
"금천구",1963,"여",0,0,510,1,4,2,"세대주",0,1,1,0,1,6,26000,64,303690,307500,0,102000,95000,0,0,2360,0,2360,2137,0,0,0,1,3,1,1490000,0.428745729624207,0,0,0.218216203025866,0.0872376769155686,0.00140312347486579,0,0,0,0.0812591508052709,0,0.00976085895558809,0,0.0958394338701806,0,0,0.0775378233284529,0,0,0,0,0,4000,6000,0,0,690000,9,1340000,7,0.93,0.02,0.2,0.2,0.26,0.11,743000,499259.45,1878000,179000,0.21,0.02,0,0,0,0.37,0,0.06,0,0,0.57,0.08,0,38,0,7,4,120,44,2700,50,1900,66,55,49,150
"송파구",1980,"남",2,0,420,73,86,280,"세대주",0,1,1,0,0,6,100000,2,1348580,1074130,0,550000,350000,63044,0,306,0,306,306,0,0,100,4,1,1,140000,0,0,0,0,0.267964071856287,0,0,0,0,0.0287425149700599,0,0,0,0,0,0,0,0,0.703293413173653,120000,0,147000,15000,6000,108000,0,8000,3,105000,4,1,0.5,0.3,0.11,0.05,0.01,104000,182353.6,474000,0,0.1,0,0.13,0,0,0.04,0,0.1,0.01,0,0.36,0,0,20,2,0,2,110,51,1000,35,180,18,96,0,86
"용산구",1962,"남",0,0,510,NA,NA,NA,"세대주",0,1,1,0,0,6,45000,19,3032500,2995640,0,100000,100000,0,0,950,125,825,1088,0,0,0,5,3,1,769000,0.570954003407155,0,0,0.201533219761499,0.0959114139693356,0,0,0,0,0,0,0,0.000851788756388416,0.0582623509369676,0,0,0.00272572402044293,0.0574957410562181,0.0122657580919932,0,0,0,9000,44000,0,0,0,0,688000,34,0.74,0.03,0.31,0.15,0.28,0,454000,158376.64,676000,179000,0.23,0.01,0.04,0,0,0.58,0,0.02,0,0,0,0.01,0,21,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"강남구",1958,"여",0,2,420,130,86,570,"세대주",0,0,1,0,0,6,25150,68,690000,688310,0,20000,0,16790,0,5427,3424,2003,3793,1556,0,0,2,1,2,4819000,0.636844474454198,0,0,0,0.0141796083727211,0.0820391627278866,0,0,0,0,0.00596443844249381,0.0857528696826469,0,0.0420886788206167,0.0509790681971641,0,0,0.0821516993022732,0,0,0,0,10000,21000,0,0,754000,9,6112000,136,0.68,0.27,0.18,0.11,0.13,0,1279000,604810.44,2368000,425000,0,0,0,0,0,0.37,0,0.02,0,0,0.02,0.01,2,34,0,6,10,190,100,14000,46,2200,48,76,75,220
"강남구",1952,"남",1,1,440,40,60,140,"세대주",0,1,1,0,0,6,51000,14,2170290,2052870,0,130000,0,130000,52404,231,231,0,208,0,0,0,2,0,2,2075000,0.602614650342395,0,0,0,0.0211662170574808,0.0756380991907035,0,0.0807221415231376,0,0.07688317078232,0.0334094210417099,0.0788545341357128,0,0.0140070554056858,0,0,0,0.016704710520855,0,0,234000,0,11000,0,0,0,772000,93,1429000,53,0.81,0.06,0.24,0.26,0.14,0.02,1047000,690061.07,2587000,478000,0.02,0,0.08,0,0,0.39,0,0,0.03,0,0.13,0,15,18,0,2,8,97,59,460,29,1800,24,54,0,31
"강동구",1949,"남",1,0,910,NA,NA,NA,"세대주",0,0,0,0,0,6,27000,60,484240,489750,0,0,0,0,0,1989,1989,0,1959,0,0,0,1,0,1,2249000,0.458698174912966,0,0,0,0.0885114463551007,0.0123430741639413,0,0.07163202869501,0,0,0.0118155923620635,0.0183563667053487,0,0.270703660723705,0,0,0,0.0679396560818652,0,0,0,0,32000,0,0,0,121000,4,2193000,32,0.62,0,0.27,0.25,0.14,0,667000,597712.79,2441000,217000,0,0,0.01,0,0,0.28,0,0.01,0.01,0,0,0.01,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성북구",1936,"남",0,0,910,16,4,95,"세대주",0,1,0,0,0,6,23000,74,414380,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000,10040.2,63000,0,0.01,0.01,0.07,0,0,0.06,0,0.05,0,0,0,0.08,0,0,0,0,0,2,21,19,18,270,9,11,0,43
"노원구",1948,"남",1,0,910,18,5,100,"세대주",0,0,0,0,0,6,23000,74,101750,99720,0,0,0,0,0,2156,727,1429,2200,0,0,0,2,2,1,2600000,0.704011435718753,0,0,0,0.124452782989368,0,0,0,0,0,0.0103636201197177,0,0.000893415527561869,0.121951219512195,0,0,0,0.0383275261324042,0,0,0,0,88000,0,0,0,216000,14,2461000,85,0.82,0.05,0.27,0.32,0.21,0,802000,745282.88,3035000,355000,0.02,0,0.01,0,0,0.28,0,0,0,0,0.01,0.02,8,217,0,64,21,23,14,2000,23,530,29,28,0,41
"송파구",1980,"남",2,0,430,54,23,100,"세대주",0,1,1,0,0,6,225000,1,360000,24480,2,296000,0,152000,0,8964,8672,292,7043,925,0,0,4,1,3,5688000,0.221645871302397,0,0.0189261180428992,0.0700967334922193,0.254030562175803,0.126174120285995,0.020468246179728,0.0628066732090285,0,0,0,0.00785083415112856,0.116640964531053,0.0419178466283471,0,0,0.000140193466984439,0.0593018365344175,0,0,0,0,0,88000,0,0,4608000,15,5168000,77,0.5,0.08,0.27,0.18,0.22,0.09,4219000,8006838.71,22539000,1191000,0.01,0,0.02,0,0,0.02,0,0,0,0,0.14,0,0,0,0,0,0,140,59,3100,42,1000,61,78,61,120
"강남구",1950,"남",1,0,420,NA,NA,NA,"세대주",0,1,1,0,0,6,31000,47,2289660,2039020,0,10000,0,10000,0,7147,7147,0,4846,5491,0,0,1,1,2,5674000,0.0966584665846658,0,0.0675481754817548,0.0272652726527265,0.0534030340303403,0.00635506355063551,0.300943009430094,0,0,0,0.00461254612546125,0.038540385403854,0.295510455104551,0.0383353833538335,0,0,0,0.0708282082820828,0,0,0,0,21000,0,0,0,754000,8,5821000,62,1,0.07,0.25,0.8,0.06,0,2216000,1428556.97,5335000,1081000,0.05,0,0.01,0,0,0.06,0,0,0,0,0,0,4,66,0,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"성북구",1966,"남",1,0,410,NA,NA,NA,"세대주",0,0,1,0,0,6,39550,28,99140,134160,0,22900,28000,23700,0,6132,6132,0,6319,1422,0,0,1,1,2,5753000,0.295840750930571,0,0,0.0602848357339375,0.168473863084642,0.128256999514485,0.0149700598802395,0,0,0,0.0098721475966985,0.00493607379834925,0,0,0.00849652047256838,0,0.00105195015374656,0.307816798834763,0,0,0,0,584000,56000,0,0,262000,9,4374000,243,0.61,0.11,0.23,0.2,0.2,0.01,3139000,2863100.66,8538000,788000,0.14,0,0,0,0,0.1,0,0.03,0,0,0.11,0,1,21,0,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"노원구",1948,"남",0,0,510,73,21,440,"세대주",0,1,0,0,1,6,41000,24,617040,640000,0,0,0,0,0,148,60,88,101,0,0,0,5,1,2,2281000,0.00281895062289715,0,0.0528325907065563,0,0,0,0,0,0,0,0,0.454669455305993,0,0,0,0,0.0662453396380831,0.423433663726471,0,0,0,0,0,50000,0,0,3097000,18,2300000,80,0.82,0.33,0.09,0.1,0.3,0,1086000,721498.39,2586000,191000,0,0.03,0.09,0,0,0,0,0,0,0,0,0,0,6,5,0,5,70,6,2100,37,1000,36,79,2,49
"동작구",1949,"여",2,0,510,1,3,1,"세대주",0,0,1,0,1,6,27000,60,106810,107960,0,25000,0,28000,0,706,706,0,683,0,0,0,1,3,1,650000,0.0464467005076142,0,0,0,0.525380710659898,0,0,0,0,0,0,0.117131979695431,0,0.00342639593908629,0,0,0,0.0586294416243655,0.248984771573604,0,0,0,129000,0,0,0,633000,9,172000,5,0.79,0.11,0.66,0.23,0.11,0,1768000,922240.87,3089000,254000,0.12,0,0.18,0,0,0.07,0,0.04,0,0,0.03,0.02,0,79,8,53,9,53,33,3400,47,2000,50,23,0,64
